time,open,high,low,close,volume
09:30:00,663.6,665.4,657.77,658.88,225432
09:31:00,659.14,660.195,657,660,52386
09:32:00,660,664,660,663.49,62842
09:33:00,663.36,664.12,661.2,661.53,33304
09:34:00,661.138,662.41,660,661.24,34504
09:35:00,661.49,662.13,660.13,661.27,50323
09:36:00,661.54,662.27,660,661.39,31344
09:37:00,661.65,662.42,660.07,660.3327,17587
09:38:00,660.42,661.225,660,661.22,26963
09:39:00,661.22,661.225,658,658.76,47661
09:40:00,658.7569,659.37,658.19,658.94,26978
09:41:00,658.64,660.79,658.5,659.81,32876
09:42:00,659.65,659.65,658.495,659.49,26149
09:43:00,659.37,660.25,658.7,659.76,34128
09:44:00,659.465,659.76,658.34,658.47,22541
09:45:00,658.47,658.6625,657.3401,658.035,35700
09:46:00,657.97,657.9724,656.76,657.57,19224
09:47:00,657.77,658.12,656.81,657.4,22355
09:48:00,657.465,658.18,657.02,657.6901,15828
09:49:00,657.97,658.84,656.6601,658.355,21125
09:50:00,658.36,658.82,657.41,657.545,40357
09:51:00,657.54,658.99,657.53,658.68,19615
09:52:00,658.775,659.3,658.16,658.89,20555
09:53:00,658.86,659.79,658.38,658.78,30142
09:54:00,659,659.69,657.55,659,29965
09:55:00,659.17,659.96,658.59,659.63,18740
09:56:00,659.52,661.16,659.52,660.7,36549
09:57:00,660.98,661.41,659.035,659.78,14894
09:58:00,659.73,660.82,659.2901,660.19,14752
09:59:00,660.29,660.29,659.47,659.97,5899
10:00:00,659.87,662.88,659.6,662.37,35784
10:01:00,662.37,664,662.03,663.6,55168
10:02:00,663.61,664.07,662.04,663.71,39334
10:03:00,663.96,664.69,663.67,664.59,21877
10:04:00,664.54,664.75,663.37,664.44,26980
10:05:00,664.49,666.1,664.26,665.975,71932
10:06:00,666.08,668.5,665.88,668.32,89579
10:07:00,668.32,669.9,668.17,669.69,59550
10:08:00,669.53,669.9,668.14,669.23,47513
10:09:00,669.445,671,669.31,670.35,85721
10:10:00,670.4999,671.47,669.4801,669.92,53044
10:11:00,669.88,670.74,668.01,668.47,44820
10:12:00,668.51,670.86,668.1,670.195,44216
10:13:00,670.32,670.4699,668.3925,669.72,36610
10:14:00,669.68,669.76,667.5601,667.7976,37029
10:15:00,667.88,669.17,667.601,668.535,54027
10:16:00,668.63,668.73,667.7901,668.435,31030
10:17:00,668.53,669.37,668.09,668.59,76298
10:18:00,668.6,669.27,667.975,668.3525,37422
10:19:00,668.62,669.38,668.495,668.74,43953
10:20:00,668.88,669.12,667.56,668.155,26898
10:21:00,668.31,669.15,668.14,668.96,17112
10:22:00,668.96,671.71,668.72,671.295,69735
10:23:00,671.16,671.6,669.36,669.85,35339
10:24:00,669.605,669.67,667.3,668.5,38253
10:25:00,668.3,669.5,667.35,669.05,20635
10:26:00,669,669.08,667.6,668.4,19986
10:27:00,668.4,668.79,667.7364,668.49,11305
10:28:00,668.61,670.67,668.385,670.67,25353
10:29:00,670.67,672.32,670.1101,671.4,78961
10:30:00,671.48,673.15,671.29,671.68,68353
10:31:00,671.625,672.8,671.06,671.41,30547
10:32:00,671.79,674.75,671.5378,673.75,57107
10:33:00,673.75,673.86,671.4,672.67,23078
10:34:00,672.95,673.47,672.19,672.95,31260
10:35:00,672.85,674.59,672.61,674.245,68957
10:36:00,674.185,675.135,673.52,674.58,82623
10:37:00,674.48,675.87,674.0905,674.975,74500
10:38:00,675.24,676.34,674.79,675.1451,97435
10:39:00,674.8,675.43,674.13,674.88,50400
10:40:00,674.94,674.94,673.53,674.225,37930
10:41:00,674.21,674.8575,673.99,674.29,29620
10:42:00,674.19,674.19,672.601,672.91,64281
10:43:00,672.98,673.66,672.6,672.81,85753
10:44:00,672.94,673.36,672.6001,673.2099,48012
10:45:00,673.015,673.2899,671.0004,671.54,57399
10:46:00,671.54,671.61,670.02,670.4125,60802
10:47:00,670.27,670.43,669.11,670.04,50261
10:48:00,670.04,670.61,669.5805,670.465,28241
10:49:00,670.5287,670.59,669.7,670.26,13229
10:50:00,670.255,670.8899,670,670.38,28036
10:51:00,670.5,670.6076,669.64,670.03,9332
10:52:00,670.2899,670.57,669.61,669.72,27721
10:53:00,669.78,671,669.61,669.89,31717
10:54:00,669.8777,671.16,669.68,670.97,49180
10:55:00,670.9177,672.22,670.61,671.65,58261
10:56:00,671.655,672.5,671.1901,671.7275,31025
10:57:00,671.77,673.065,671.48,672.7,30963
10:58:00,672.575,672.86,671.65,671.9,17348
10:59:00,671.7,672.03,671.0501,671.269,15457
11:00:00,671.305,671.98,670.87,671.11,17962
11:01:00,671.45,672.99,670.56,672.99,24892
11:02:00,672.99,674.87,672.96,674.87,73069
11:03:00,674.83,675.5,674.23,675.32,69721
11:04:00,675.5,675.96,674.875,675.64,38975
11:05:00,675.59,677.64,675.44,677.64,107702
11:06:00,677.639,677.7599,676.04,677.16,54762
11:07:00,677.3,677.3,676.33,676.92,56913
11:08:00,676.85,677.18,676.59,676.81,58362
11:09:00,677,682.21,676.9026,682.16,275003
11:10:00,682.16,684.1,681.88,683.53,179200
11:11:00,683.53,685,682.375,684.82,196629
11:12:00,684.9,685.07,682.23,682.445,82841
11:13:00,682.445,683.1417,681.96,683.06,49348
11:14:00,682.91,683.555,680.67,681.0825,80899
11:15:00,681.03,681.87,680.63,681.54,64292
11:16:00,681.775,682.37,681.02,681.12,37427
11:17:00,681.13,682,679.81,681.49,85689
11:18:00,681.485,681.9298,680.465,681.5367,60373
11:19:00,681.42,681.83,680.85,681.68,39817
11:20:00,681.74,682.34,680.16,681.284,52743
11:21:00,681.115,681.7,679.05,679.05,34657
11:22:00,679.15,679.15,677.72,678.33,50990
11:23:00,678.24,678.82,677.2,678.64,42692
11:24:00,678.92,679.53,678.49,679,36712
11:25:00,679.15,679.88,678.63,679.17,22881
11:26:00,679.16,681.44,679.1,680.25,38281
11:27:00,680.595,681.13,680.175,680.9499,21777
11:28:00,680.8,681.45,680.4,680.4777,26814
11:29:00,680.5685,680.63,678.49,678.49,56358
11:30:00,678.5,679.16,677.8001,678.7,42206
11:31:00,678.5659,679.075,677.05,677.49,50116
