time,open,high,low,close,volume
09:30:00,647.26,648.998,641.76,642.47,138793
09:31:00,642.84,642.84,637.89,638.11,38388
09:32:00,637.89,639.39,637.2927,638.565,56865
09:33:00,638.565,639.76,637,638.43,30563
09:34:00,638.43,638.8,636.95,637.4194,27304
09:35:00,637.345,638.74,636.16,638.5625,35125
09:36:00,638.32,639.9295,638,639.595,32081
09:37:00,639.41,640.256,639.13,639.88,20705
09:38:00,639.83,639.88,637.42,637.82,32299
09:39:00,637.93,638.15,634.88,635.38,62644
09:40:00,635.39,635.51,632.265,633.48,64967
09:41:00,633.52,634.9298,633.05,634.585,62068
09:42:00,634.69,635.28,633.79,634.52,40981
09:43:00,634.42,634.92,633.6,634.23,28904
09:44:00,634.2,635.3496,634.04,634.93,18218
09:45:00,634.92,636.2799,634.92,635.55,31442
09:46:00,635.42,636.57,634.44,635.065,29156
09:47:00,634.9,634.965,634.07,634.18,19029
09:48:00,634.25,634.73,633.6,633.6,29106
09:49:00,633.52,633.74,632.59,633.62,30728
09:50:00,633.62,633.75,632.8,632.93,20893
09:51:00,632.93,633.38,631.6901,631.7,33686
09:52:00,631.75,632.61,630.32,630.85,40944
09:53:00,630.6801,632.9699,630.35,631.79,42762
09:54:00,631.86,632.63,631.82,632.62,23910
09:55:00,632.49,633.3099,632.49,633.185,35812
09:56:00,633.185,633.3,631.58,632.025,32360
09:57:00,632.03,632.65,632,632.5,31775
09:58:00,632.39,633.96,632.39,633.715,21697
09:59:00,633.725,634.03,632.305,633.27,25614
10:00:00,633.21,633.7199,632.66,633.33,28502
10:01:00,633.51,634.59,633.33,634.26,32721
10:02:00,634.36,634.5,633.72,634.28,29038
10:03:00,634.32,634.8,633.81,633.92,25666
10:04:00,634.035,635.68,634.02,635.57,23866
10:05:00,635.57,636.48,635.4,635.435,31758
10:06:00,635.56,635.725,634.47,634.5,19290
10:07:00,634.47,634.895,633.67,634.75,20054
10:08:00,634.75,635.13,634.43,634.52,19963
10:09:00,634.54,634.64,634.05,634.5,7456
10:10:00,634.6,634.8,634.29,634.375,5680
10:11:00,634.51,634.67,634.0201,634.2,5417
10:12:00,634.066,634.505,633.74,633.94,14693
10:13:00,633.74,633.9,633,633.05,17121
10:14:00,633.04,633.239,632.11,632.27,17472
10:15:00,632.27,632.78,632,632.5685,17468
10:16:00,632.64,632.78,632,632.02,12298
10:17:00,632,632.372,629.49,629.87,127125
10:18:00,630.02,630.7,629.73,630.14,25889
10:19:00,630.13,630.36,629.83,629.83,23132
10:20:00,630.03,630.2,629.33,629.95,49591
10:21:00,629.84,630.05,629.46,629.5106,13521
10:22:00,629.42,629.64,628.8,628.875,36447
10:23:00,628.9395,629.5675,628.09,629.43,30015
10:24:00,629.4,630.19,629.4,629.94,29348
10:25:00,629.94,630.36,629.8,630.0796,19080
10:26:00,630.145,630.3,629.39,629.4174,14445
10:27:00,629.34,629.49,629.05,629.1601,7863
10:28:00,629.24,629.82,629.195,629.37,14620
10:29:00,629.37,629.9,629.22,629.8986,9771
10:30:00,629.7,629.83,629.31,629.55,10285
10:31:00,629.575,630.18,629.4801,630.05,11909
10:32:00,630.11,630.44,630.11,630.37,19976
10:33:00,630.37,630.8,630.03,630.13,36843
10:34:00,630.3,630.669,629.865,630.21,12574
10:35:00,630.16,630.72,629.7,630.665,11089
