timestamp,open,high,low,close,volume
2026-07-09 04:00:00,604.11,605.4525,603.8012,604.6,3521
2026-07-09 04:01:00,604.66,605.22,604,604,375
2026-07-09 04:02:00,604,604.15,604,604.15,264
2026-07-09 04:03:00,604.31,605.49,603.25,604.75,1736
2026-07-09 04:04:00,604.51,605.37,603.8,604,1818
2026-07-09 04:05:00,603.91,604,603.81,604,257
2026-07-09 04:07:00,603.25,603.25,603.1,603.1,234
2026-07-09 04:08:00,602.71,602.71,602.68,602.68,163
2026-07-09 04:09:00,602.66,602.66,602.63,602.63,130
2026-07-09 04:10:00,602.6,602.6,602.5,602.5,159
2026-07-09 04:12:00,602.48,602.48,602.48,602.48,60
2026-07-09 04:13:00,602.1335,602.1335,602.1335,602.1335,92
2026-07-09 04:14:00,602.14,602.14,602,602.08,709
2026-07-09 04:15:00,602.0594,602.0594,602.0594,602.0594,40
2026-07-09 04:16:00,602.11,602.11,602.11,602.11,540
2026-07-09 04:18:00,602.11,602.11,601.55,601.55,106
2026-07-09 04:19:00,602,602,602,602,64
2026-07-09 04:20:00,601.55,601.55,601.55,601.55,50
2026-07-09 04:21:00,601.4383,601.4383,601.4383,601.4383,50
2026-07-09 04:28:00,601.86,601.88,601.86,601.88,267
2026-07-09 04:30:00,601.98,601.98,601.98,601.98,50
2026-07-09 04:31:00,601.82,601.82,601.5,601.5,329
2026-07-09 04:32:00,601.4,601.4,601.4,601.4,50
2026-07-09 04:34:00,601.3,601.3,601.17,601.17,180
2026-07-09 04:35:00,601.01,601.01,600.48,601.01,600
2026-07-09 04:36:00,600.14,600.14,600,600,790
2026-07-09 04:37:00,600,600,599.96,600,354
2026-07-09 04:38:00,600.16,600.16,600.04,600.04,224
2026-07-09 04:39:00,599.68,599.72,599.68,599.72,108
2026-07-09 04:44:00,599.74,599.74,599.37,599.73,525
2026-07-09 04:46:00,599.36,599.63,599.1284,599.1284,217
2026-07-09 04:47:00,599.43,599.46,599.43,599.46,308
2026-07-09 04:48:00,599.64,599.74,599.64,599.74,291
2026-07-09 04:51:00,599.4963,599.4963,599.4963,599.4963,50
2026-07-09 04:52:00,599.65,599.68,599.65,599.68,176
2026-07-09 04:54:00,599.59,599.74,599.59,599.63,538
2026-07-09 04:55:00,599.61,599.61,599.61,599.61,41
2026-07-09 04:56:00,599.49,599.6,599.49,599.6,133
2026-07-09 05:05:00,599.63,599.74,599.63,599.74,1172
2026-07-09 05:09:00,600.5,600.5,600.5,600.5,166
2026-07-09 05:11:00,600.53,600.53,600.53,600.53,183
2026-07-09 05:14:00,600.16,600.16,600.16,600.16,40
2026-07-09 05:16:00,601,603.48,600.51,603.45,1488
2026-07-09 05:18:00,603,604.3,603,604.3,3240
2026-07-09 05:19:00,604.21,604.21,603.72,603.73,456
2026-07-09 05:21:00,604,604,604,604,200
2026-07-09 05:22:00,604.75,604.75,604.48,604.66,1270
2026-07-09 05:23:00,604.66,605.69,604.66,605.69,1071
2026-07-09 05:25:00,605.5,606.16,605.5,605.95,889
2026-07-09 05:26:00,606.55,606.93,606.51,606.93,520
2026-07-09 05:27:00,606.78,606.78,606.35,606.35,399
2026-07-09 05:28:00,607.5,607.5,607.5,607.5,963
2026-07-09 05:29:00,607.5,607.5,607.5,607.5,69
2026-07-09 05:30:00,607.51,607.51,607.28,607.28,165
2026-07-09 05:31:00,606.87,606.87,606.87,606.87,80
2026-07-09 05:32:00,607,607.5,607,607.31,330
2026-07-09 05:33:00,607.2476,607.58,607.2476,607.56,713
2026-07-09 05:34:00,607.06,607.06,606.86,606.86,330
2026-07-09 05:35:00,606.8,606.8,606.8,606.8,58
2026-07-09 05:36:00,606.35,606.35,606.35,606.35,95
2026-07-09 05:37:00,606.35,606.35,606.35,606.35,64
2026-07-09 05:38:00,605,605,605,605,100
2026-07-09 05:39:00,606.6074,606.6126,606.1,606.6126,180
2026-07-09 05:40:00,605,605,605,605,100
2026-07-09 05:41:00,605,605.58,605,605.58,857
2026-07-09 05:44:00,605.98,606.06,605.98,606,761
2026-07-09 05:45:00,606,606,606,606,484
2026-07-09 05:46:00,605.2,605.2,605.0037,605.0037,300
2026-07-09 05:50:00,605.19,605.19,605.19,605.19,50
2026-07-09 05:51:00,605.27,605.27,605.27,605.27,60
2026-07-09 05:56:00,605.17,605.17,605.17,605.17,46
2026-07-09 05:58:00,605.23,605.23,605.23,605.23,120
2026-07-09 05:59:00,605.94,606.5,605.94,606.44,1147
2026-07-09 06:00:00,606.31,606.31,606.31,606.31,75
2026-07-09 06:01:00,606.5,606.8474,606.5,606.8474,367
2026-07-09 06:02:00,606.5,606.5,606.5,606.5,997
2026-07-09 06:03:00,606.7706,606.8,606.7706,606.8,105
2026-07-09 06:04:00,606.46,606.6646,606.12,606.36,400
2026-07-09 06:05:00,606.8,606.82,606.2,606.2,498
2026-07-09 06:06:00,606.2516,607.01,606.2516,607,553
2026-07-09 06:07:00,607.5018,607.5018,606.8,606.8,100
2026-07-09 06:18:00,606.01,606.03,606,606,766
2026-07-09 06:19:00,606,606.4,606,606.4,168
2026-07-09 06:24:00,605.2,605.73,605.1904,605.73,381
2026-07-09 06:25:00,605.68,605.68,605.68,605.68,50
2026-07-09 06:28:00,605.21,605.21,605.21,605.21,109
2026-07-09 06:30:00,605.09,605.385,604.6,604.6,477
2026-07-09 06:38:00,604.42,604.42,604.42,604.42,242
2026-07-09 06:39:00,604.22,604.22,604.22,604.22,120
2026-07-09 06:45:00,604.2,604.2,604,604,329
2026-07-09 06:46:00,603.6,603.6,603.6,603.6,268
2026-07-09 06:48:00,604,604,604,604,155
2026-07-09 06:50:00,604,604,603.94,603.94,442
2026-07-09 06:52:00,604.0863,604.0863,603.7,603.7,350
2026-07-09 06:55:00,604.1132,604.1132,604.1132,604.1132,100
2026-07-09 06:59:00,604.07,604.15,604.07,604.15,570
2026-07-09 07:00:00,604.285,604.54,604.285,604.54,220
2026-07-09 07:01:00,603.9,603.9,603.72,603.72,648
2026-07-09 07:02:00,604,604,604,604,60
