timestamp,open,high,low,close,volume
2026-07-09 04:00:00,398,398,394.6,397,31005
2026-07-09 04:01:00,397.22,397.91,394.58,397.15,4899
2026-07-09 04:02:00,397.4,397.4,394.31,396.11,7967
2026-07-09 04:03:00,394.93,397.2242,394.84,397.2,17787
2026-07-09 04:04:00,396.56,398,396.56,397.96,16526
2026-07-09 04:05:00,397.29,397.75,397.29,397.58,1922
2026-07-09 04:06:00,397.79,398,397.71,397.95,1024
2026-07-09 04:07:00,397.9446,397.96,397.8,397.8,838
2026-07-09 04:08:00,397.7554,397.86,397.7554,397.8,1192
2026-07-09 04:09:00,397.87,398.43,397.87,398.39,4758
2026-07-09 04:10:00,398.22,398.3,397.95,398.2,796
2026-07-09 04:11:00,398.15,398.15,398.15,398.15,200
2026-07-09 04:12:00,398.0254,398.0254,397.76,397.76,416
2026-07-09 04:13:00,397.84,397.84,397.58,397.61,3412
2026-07-09 04:14:00,397.6,398,397.5,397.5,894
2026-07-09 04:15:00,397.6,397.6,397.5,397.5,197
2026-07-09 04:16:00,397.66,397.8,397.66,397.8,307
2026-07-09 04:17:00,397.63,397.728,397.57,397.728,550
2026-07-09 04:18:00,397.44,397.44,397.21,397.22,3176
2026-07-09 04:19:00,397.22,397.22,396.9,396.9,1195
2026-07-09 04:20:00,396.9,396.9,396.8615,396.9,340
2026-07-09 04:21:00,396.98,396.98,396.89,396.89,225
2026-07-09 04:22:00,397.1,397.26,397.1,397.12,364
2026-07-09 04:23:00,397.18,397.18,397.18,397.18,210
2026-07-09 04:24:00,397.4,397.4,397.1558,397.1558,261
2026-07-09 04:25:00,397.38,397.38,397.38,397.38,100
2026-07-09 04:26:00,397.18,397.2,397.18,397.2,887
2026-07-09 04:27:00,397.43,397.43,397.3,397.43,290
2026-07-09 04:28:00,397.35,397.35,397.3,397.3,231
2026-07-09 04:29:00,397.35,397.35,397.35,397.35,43
2026-07-09 04:31:00,397.3674,397.4,397.36,397.4,394
2026-07-09 04:32:00,397.36,397.36,397.34,397.34,423
2026-07-09 04:34:00,397.3,397.3,397.3,397.3,90
2026-07-09 04:35:00,397,397.01,397,397,867
2026-07-09 04:36:00,396.82,396.82,396.82,396.82,40
2026-07-09 04:37:00,396.69,396.7,396.65,396.7,160
2026-07-09 04:38:00,396.65,396.65,396.65,396.65,40
2026-07-09 04:39:00,396.5,396.5014,396.4,396.4,666
2026-07-09 04:40:00,396.4,396.5,396.3962,396.3962,270
2026-07-09 04:41:00,396.5,396.5,396.48,396.5,208
2026-07-09 04:42:00,396.6,396.6,396.6,396.6,120
2026-07-09 04:43:00,396.6,396.8,396.6,396.8,265
2026-07-09 04:44:00,396.7633,396.86,396.7633,396.86,108
2026-07-09 04:45:00,396.69,396.69,396.5,396.5,282
2026-07-09 04:46:00,396.5,396.5,396.45,396.45,239
2026-07-09 04:48:00,396.08,396.08,396.05,396.05,220
2026-07-09 04:49:00,396.04,396.13,396,396.1,372
2026-07-09 04:50:00,396,396.05,395.98,396.05,512
2026-07-09 04:51:00,396.05,396.5911,396.05,396.5911,1932
2026-07-09 04:52:00,396.25,396.5,396.25,396.5,1261
2026-07-09 04:53:00,396.34,396.38,396.34,396.36,400
2026-07-09 04:54:00,396.33,396.33,396.33,396.33,100
2026-07-09 04:55:00,396.238,396.238,396.238,396.238,500
2026-07-09 04:56:00,396.39,396.5545,396.3,396.3,439
2026-07-09 04:58:00,396.5,396.5,396.45,396.48,200
2026-07-09 05:00:00,396.58,396.6,396.3,396.3,691
2026-07-09 05:01:00,396.2038,396.23,396.2038,396.23,1322
2026-07-09 05:02:00,396.23,396.5138,396.16,396.16,354
2026-07-09 05:03:00,396.01,396.19,396.01,396.11,837
2026-07-09 05:04:00,396.01,396.01,395.84,395.84,667
2026-07-09 05:05:00,395.85,396.01,395.8,396.01,348
2026-07-09 05:08:00,395.7,395.7,395.64,395.64,920
2026-07-09 05:09:00,395.75,395.75,395.56,395.56,207
2026-07-09 05:10:00,395.7,395.7,395.7,395.7,160
2026-07-09 05:11:00,395.82,395.82,395.71,395.71,111
2026-07-09 05:12:00,395.6347,395.6347,395.6347,395.6347,150
2026-07-09 05:13:00,395.69,395.69,395.55,395.55,440
2026-07-09 05:14:00,395.7188,395.7188,395.6,395.66,315
2026-07-09 05:15:00,395.6,395.6,395.6,395.6,100
2026-07-09 05:17:00,395.8,396,395.8,395.99,672
2026-07-09 05:18:00,396.07,396.07,396.03,396.04,471
2026-07-09 05:19:00,396.1,396.2686,396.0595,396.19,302
2026-07-09 05:20:00,396.212,396.212,396.212,396.212,420
2026-07-09 05:21:00,396.2,396.2,396.16,396.16,330
2026-07-09 05:22:00,396.016,396.016,396.0021,396.0021,560
2026-07-09 05:23:00,396.08,396.08,396.08,396.08,40
2026-07-09 05:24:00,396.04,396.04,396.04,396.04,135
2026-07-09 05:25:00,396.0001,396.04,395.8553,396.04,763
2026-07-09 05:27:00,396.22,396.22,396.1,396.1,90
2026-07-09 05:29:00,396.2,396.2,396.2,396.2,40
2026-07-09 05:30:00,396.1,396.1,396.06,396.06,229
2026-07-09 05:32:00,396.28,396.34,396.28,396.34,434
2026-07-09 05:34:00,396.38,396.38,396.15,396.15,420
2026-07-09 05:35:00,396.22,396.22,396.22,396.22,42
2026-07-09 05:36:00,396.15,396.15,396,396,390
2026-07-09 05:37:00,395.9929,396,395.9929,396,100
2026-07-09 05:39:00,395.9,395.9,395.9,395.9,87
2026-07-09 05:40:00,396,396,395.97,395.97,219
2026-07-09 05:41:00,395.96,395.96,395.8,395.8,450
2026-07-09 05:42:00,395.8593,395.8593,395.8,395.8,1458
2026-07-09 05:43:00,395.65,395.65,395.65,395.65,60
2026-07-09 05:44:00,395.87,395.87,395.87,395.87,80
2026-07-09 05:45:00,395.88,395.88,395.8014,395.8014,130
2026-07-09 05:46:00,395.81,395.81,395.81,395.81,47
2026-07-09 05:48:00,395.81,395.81,395.74,395.74,278
2026-07-09 05:50:00,395.76,395.76,395.76,395.76,43
2026-07-09 05:52:00,395.84,395.84,395.84,395.84,50
2026-07-09 05:53:00,395.88,395.88,395.82,395.82,94
2026-07-09 05:54:00,395.95,396,395.95,396,1833
2026-07-09 05:55:00,396.15,396.15,396.05,396.13,304
2026-07-09 05:56:00,396.11,396.11,396.11,396.11,100
2026-07-09 05:57:00,396.02,396.2,396.02,396.2,91
2026-07-09 05:58:00,396.058,396.058,396.058,396.058,300
2026-07-09 05:59:00,396.15,396.16,396.15,396.16,109
2026-07-09 06:00:00,396.11,396.11,396.11,396.11,50
2026-07-09 06:01:00,396.1,396.1,396.1,396.1,80
2026-07-09 06:05:00,396.19,396.19,396.06,396.125,131
2026-07-09 06:06:00,396.2,396.21,396.2,396.21,560
2026-07-09 06:07:00,396.2,396.2,396.2,396.2,50
2026-07-09 06:08:00,396.2,396.2,396.2,396.2,85
2026-07-09 06:09:00,396.18,396.2,396.18,396.2,606
2026-07-09 06:10:00,396.21,396.21,396.06,396.2,461
2026-07-09 06:11:00,396.08,396.08,396.06,396.06,465
2026-07-09 06:12:00,396.02,396.02,396,396,240
2026-07-09 06:13:00,395.8501,395.8501,395.8501,395.8501,600
2026-07-09 06:14:00,395.96,395.96,395.96,395.96,80
2026-07-09 06:15:00,395.91,395.91,395.875,395.875,155
2026-07-09 06:17:00,395.99,396,395.94,395.94,731
2026-07-09 06:18:00,396.08,396.0896,396.08,396.0896,307
2026-07-09 06:19:00,396.08,396.08,396.02,396.02,132
2026-07-09 06:20:00,396.16,396.16,396.16,396.16,150
2026-07-09 06:21:00,396,396,396,396,50
2026-07-09 06:22:00,396.1603,396.1603,396.1603,396.1603,150
2026-07-09 06:24:00,396.14,396.14,396.01,396.01,350
2026-07-09 06:25:00,395.97,395.99,395.97,395.99,100
2026-07-09 06:26:00,395.84,395.84,395.8,395.8,177
2026-07-09 06:27:00,395.82,395.82,395.8,395.8,641
2026-07-09 06:29:00,395.93,395.93,395.7,395.7,482
2026-07-09 06:30:00,395.6,395.6,395.33,395.33,1082
2026-07-09 06:31:00,395.3001,395.4069,395.3001,395.373,331
2026-07-09 06:32:00,395.3978,395.53,395.3978,395.53,96
2026-07-09 06:33:00,395.39,395.55,395.38,395.55,832
2026-07-09 06:34:00,395.85,395.85,395.85,395.85,62
2026-07-09 06:35:00,395.55,395.7,395.55,395.7,632
2026-07-09 06:37:00,395.77,395.77,395.77,395.77,108
2026-07-09 06:39:00,395.56,395.6,395.5444,395.6,464
2026-07-09 06:41:00,395.55,395.88,395.5,395.88,336
2026-07-09 06:42:00,395.59,395.59,395.59,395.59,50
2026-07-09 06:44:00,395.6963,395.6963,395.6963,395.6963,50
2026-07-09 06:46:00,395.4,395.4,395.11,395.4,1093
2026-07-09 06:47:00,395.5255,395.5255,395.2,395.365,132
2026-07-09 06:48:00,395.11,395.11,395.05,395.05,80
2026-07-09 06:49:00,395,395.05,394.8725,394.8725,3289
2026-07-09 06:50:00,394.95,394.99,394.86,394.875,431
2026-07-09 06:52:00,394.8,394.8599,394.75,394.75,158
2026-07-09 06:53:00,394.75,394.75,394.6,394.7,558
2026-07-09 06:54:00,394.6342,394.77,394.61,394.77,198
2026-07-09 06:55:00,394.68,394.68,394.64,394.64,380
2026-07-09 06:56:00,394.75,394.76,394.75,394.76,120
2026-07-09 06:58:00,394.89,394.9,394.89,394.9,140
2026-07-09 06:59:00,394.91,394.91,394.91,394.91,40
2026-07-09 07:00:00,395,395.68,394.9367,395.5,4141
2026-07-09 07:01:00,395.4501,395.4501,395.1104,395.24,2150
2026-07-09 07:02:00,395.24,395.45,395.24,395.3,469
2026-07-09 07:03:00,395.3159,395.49,395.3159,395.49,181
2026-07-09 07:04:00,395.3,395.32,395.12,395.2314,2565
2026-07-09 07:05:00,395.2,395.24,395.12,395.19,614
2026-07-09 07:06:00,395.217,395.2287,395.0372,395.0372,612
2026-07-09 07:07:00,395.0988,395.0988,395,395.05,1288
2026-07-09 07:08:00,394.89,394.8997,394.6,394.69,4510
2026-07-09 07:09:00,394.6,394.9558,394.5301,394.5301,3505
2026-07-09 07:10:00,394.96,394.97,394.5949,394.97,1603
2026-07-09 07:11:00,395.2363,395.2873,395,395.2873,1240
2026-07-09 07:12:00,395.2874,395.2874,395.16,395.16,245
2026-07-09 07:13:00,395.12,395.28,395.12,395.28,1463
2026-07-09 07:14:00,395.41,395.41,395.2,395.3,449
2026-07-09 07:15:00,395.24,395.3717,395.22,395.22,422
2026-07-09 07:16:00,395.22,395.374,395.22,395.3722,540
2026-07-09 07:17:00,395.33,395.37,395.2,395.2702,835
2026-07-09 07:18:00,395.29,395.29,395.2718,395.2718,150
2026-07-09 07:19:00,395.224,395.224,394.926,394.926,8625
2026-07-09 07:20:00,394.94,395.355,394.94,395.355,649
2026-07-09 07:21:00,395.04,395.1759,395,395,385
2026-07-09 07:22:00,395.0538,395.2,395.0538,395.1305,1291
2026-07-09 07:23:00,395.1,395.1,394.9,395,2539
2026-07-09 07:24:00,395.1,395.1,395,395,1572
2026-07-09 07:25:00,395,395.1,395,395,2452
2026-07-09 07:26:00,394.9344,394.9344,394.5,394.5,3290
2026-07-09 07:27:00,394.39,394.6791,394.3,394.3,9439
2026-07-09 07:28:00,394.3,394.3779,393.8661,393.9,37584
2026-07-09 07:29:00,393.9,394,393.9,394,1867
2026-07-09 07:30:00,394.05,394.05,393.8,393.8,1219
2026-07-09 07:31:00,393.77,394.14,393.77,394.101,2025
2026-07-09 07:32:00,394.18,394.28,394.15,394.274,785
2026-07-09 07:33:00,394.3,394.5,394.25,394.4564,2427
2026-07-09 07:34:00,394.4,394.5,394.37,394.5,400
2026-07-09 07:35:00,394.44,394.4781,394.3637,394.4,809
2026-07-09 07:36:00,394.38,394.45,394.3567,394.3567,373
2026-07-09 07:37:00,394.4877,394.4877,394.28,394.2994,668
2026-07-09 07:38:00,394.3,394.47,394.2,394.4,2746
2026-07-09 07:39:00,394.3,394.3,393.75,393.76,5016
2026-07-09 07:40:00,393.89,394.18,393.7001,394.04,4245
2026-07-09 07:41:00,394.2,394.3,394.135,394.135,2088
2026-07-09 07:42:00,394.09,394.4052,394,394.12,687
2026-07-09 07:43:00,394.4263,394.49,394.34,394.4,794
2026-07-09 07:44:00,394.49,394.5,394.34,394.34,868
2026-07-09 07:45:00,394.38,394.68,394.38,394.6769,1754
2026-07-09 07:46:00,394.6,394.8,394.55,394.55,3706
2026-07-09 07:47:00,394.7,394.7548,394.7,394.72,369
2026-07-09 07:48:00,394.79,394.883,394.79,394.87,996
2026-07-09 07:49:00,394.88,395,394.4,394.58,5528
2026-07-09 07:50:00,394.4957,394.81,394.4957,394.81,208
2026-07-09 07:51:00,394.82,394.95,394.77,394.9164,2051
2026-07-09 07:52:00,394.92,394.9675,394.7445,394.9675,1140
2026-07-09 07:53:00,394.98,395.09,394.94,395,1559
2026-07-09 07:54:00,394.94,395.09,394.9,394.9,631
2026-07-09 07:55:00,394.95,394.96,394.94,394.95,348
2026-07-09 07:56:00,394.9,394.9,394.86,394.86,927
2026-07-09 07:57:00,394.91,394.91,394.74,394.74,800
2026-07-09 07:58:00,394.8408,394.8408,394.79,394.79,634
2026-07-09 07:59:00,394.83,394.84,394.74,394.84,1357
2026-07-09 08:00:00,394.87,395.0987,394.87,395,2921
2026-07-09 08:01:00,395.072,395.0893,395.072,395.0893,100
2026-07-09 08:02:00,395.0877,395.2,395.0877,395.2,2578
2026-07-09 08:03:00,395.2001,395.26,395.1,395.18,7417
2026-07-09 08:04:00,395.29,395.45,395.2,395.45,1473
2026-07-09 08:05:00,395.4181,395.4181,395.17,395.361,1197
2026-07-09 08:06:00,395.2,395.5,395.07,395.3095,3048
2026-07-09 08:07:00,395.49,395.49,395.3641,395.3641,918
2026-07-09 08:08:00,395.35,395.5,395.35,395.5,4026
2026-07-09 08:09:00,395.47,395.5,395.42,395.5,1336
2026-07-09 08:10:00,395.413,395.4818,395.35,395.41,1731
2026-07-09 08:11:00,395.38,395.5,395.38,395.4,909
2026-07-09 08:12:00,395.261,395.3797,395.1,395.1,5079
2026-07-09 08:13:00,395.0947,395.2,395.08,395.2,1172
2026-07-09 08:14:00,395.2,395.2,395,395,4966
2026-07-09 08:15:00,395,395.15,395,395.15,1779
2026-07-09 08:16:00,395.14,395.4,395.1,395.4,999
2026-07-09 08:17:00,395.2321,395.38,395.2321,395.3047,324
