time,open,high,low,close,volume
09:30:00,321.45,323.35,320.4,322.74,1366619
09:31:00,322.73,324.45,321.85,321.92,454348
09:32:00,321.92,323.61,321.35,321.35,344928
09:33:00,321.43,321.9,320.58,321.175,396610
09:34:00,321.26,321.7592,320.66,320.82,284666
09:35:00,320.8,321.11,320.12,320.7094,298626
09:36:00,320.7095,322.19,320.5,321.335,322848
09:37:00,321.335,322.13,320.63,320.82,296539
09:38:00,320.835,322.09,320.77,321.435,201855
09:39:00,321.4,322.37,321.4,321.975,165461
09:40:00,321.97,322.46,321.05,322.28,237147
09:41:00,322.27,322.42,320.72,321.01,212482
09:42:00,320.97,321.79,320.84,321.07,183185
09:43:00,321.125,321.31,320.31,320.77,211584
09:44:00,320.75,321.52,320.1,320.175,196915
09:45:00,320.12,320.41,319.42,319.75,396247
09:46:00,319.7,320.06,318.8301,320.0595,205376
09:47:00,320.0382,320.42,319.14,319.175,163750
09:48:00,319.175,319.35,318.27,318.295,208295
09:49:00,318.3,318.86,317.91,318.71,317945
09:50:00,318.69,319.5895,318.61,319.47,163663
09:51:00,319.47,319.89,319.17,319.81,155914
09:52:00,319.775,320.32,319.615,320.165,147970
09:53:00,320.165,320.45,319.69,320.45,160482
09:54:00,320.45,320.82,320.29,320.63,161573
09:55:00,320.63,321.13,319.9,320.105,251333
09:56:00,320.09,320.67,319.81,320.07,102264
09:57:00,320.05,320.2,319.64,320.12,83036
09:58:00,320.07,320.3,319.58,320.11,83034
09:59:00,320.06,320.33,319.98,320.15,65669
10:00:00,320.215,320.96,320.17,320.585,107374
10:01:00,320.559,320.64,319.6,319.7819,121152
10:02:00,319.8,320.37,319.65,319.925,110697
10:03:00,319.93,320.5,319.8,320.25,84317
10:04:00,320.25,320.33,319.58,319.81,74791
10:05:00,319.82,319.93,319.37,319.47,103025
10:06:00,319.46,319.83,318.75,318.875,190300
10:07:00,318.85,318.98,318.45,318.575,85783
10:08:00,318.54,318.64,318.01,318.08,138518
10:09:00,318.085,318.23,317.7,317.74,196547
10:10:00,317.74,318.37,317.64,317.8,97708
10:11:00,317.8,318.3,317.54,318.18,109940
10:12:00,318.17,318.625,318.13,318.53,86376
10:13:00,318.55,318.5632,318.1564,318.44,66635
10:14:00,318.47,318.54,317.58,317.6597,95900
10:15:00,317.58,317.96,317.39,317.88,97837
10:16:00,317.88,318.2,317.61,318.13,79512
10:17:00,318.11,318.3599,317.82,317.9399,72388
10:18:00,317.9047,318.3,317.75,318.255,67082
10:19:00,318.23,318.2997,317.79,317.935,70067
10:20:00,317.96,318.04,317.53,317.715,64096
10:21:00,317.74,318.04,317.71,317.85,97318
10:22:00,317.84,317.93,317.3505,317.7599,115751
10:23:00,317.7599,317.85,317.45,317.54,88058
10:24:00,317.51,317.69,317.05,317.0505,62299
10:25:00,317.085,317.26,316.86,316.99,154273
10:26:00,316.99,317.33,316.59,317.26,86948
10:27:00,317.26,317.28,316.78,317.05,70015
10:28:00,317.1,318.15,317.1,317.56,115046
10:29:00,317.565,318.32,317.46,318.04,83488
10:30:00,318.04,318.2,317.77,317.915,70506
10:31:00,317.85,318.23,317.76,318.07,57830
10:32:00,318.0751,318.14,317.25,317.425,50473
10:33:00,317.425,317.425,316.95,317.05,73685
10:34:00,317.05,317.95,317.02,317.585,76911
10:35:00,317.51,317.9,317.42,317.63,72878
10:36:00,317.71,317.96,317.53,317.835,80401
10:37:00,317.8201,319.1,317.76,319.0,125537
10:38:00,319.05,319.14,318.56,319.115,115379
10:39:00,319.13,319.59,318.86,319.26,142782
10:40:00,319.25,319.62,319.0,319.0899,113862
10:41:00,319.0679,319.14,318.7,318.88,140076
10:42:00,318.81,319.01,318.57,318.7828,59113
10:43:00,318.8199,318.93,318.47,318.5566,44278
10:44:00,318.545,318.8799,318.48,318.72,49011
10:45:00,318.67,318.7283,317.9101,318.01,75891
10:46:00,318.0195,318.32,317.83,317.83,70090
10:47:00,317.85,318.02,317.6401,317.895,63044
10:48:00,317.875,318.03,317.4203,317.6,100802
10:49:00,317.61,317.64,317.28,317.345,57444
10:50:00,317.3101,317.41,316.8,317.27,110889
10:51:00,317.285,317.41,317.01,317.2499,39148
10:52:00,317.215,317.48,317.12,317.14,45430
10:53:00,317.11,317.54,317.08,317.45,58948
10:54:00,317.4469,317.46,317.18,317.2701,35827
10:55:00,317.27,317.509,317.15,317.37,42100
10:56:00,317.3381,317.55,317.22,317.55,40481
10:57:00,317.55,317.99,317.4401,317.8,39162
