time,open,high,low,close,volume
09:30:00,386.045,386.61,383.4,384.1303,347836
09:31:00,383.986,384.5,382.6,382.6201,157276
09:32:00,382.98,383.19,381.6,382.85,138448
09:33:00,382.865,383.26,381.8801,382.35,90485
09:34:00,382.28,382.7,381.5,381.7725,97343
09:35:00,381.6601,382.39,381.4,381.848,126632
09:36:00,381.9025,382.4399,380.55,381.16,191832
09:37:00,381.16,381.5999,380.91,381.0482,88039
09:38:00,381.01,381.66,380.81,381.575,98685
09:39:00,381.4604,381.94,381.08,381.475,83305
09:40:00,381.4239,381.54,380.97,381.25,66665
09:41:00,381.28,381.66,380.71,381.46,95508
09:42:00,381.49,382.13,381.18,381.49,147582
09:43:00,381.46,381.73,380.76,381.59,118023
09:44:00,381.61,381.97,381.13,381.5,79085
09:45:00,381.48,382.7,381.3501,382.3199,134368
09:46:00,382.17,382.54,381.5,381.87,83160
09:47:00,381.9699,381.9699,380.9,381.5086,116072
09:48:00,381.56,381.9099,380.74,381.04,98788
09:49:00,381.21,381.53,380.3,380.3608,114908
09:50:00,380.36,380.39,379.6,379.735,176421
09:51:00,379.77,380.49,379.64,380.49,109215
09:52:00,380.46,380.6,379.75,379.94,128418
09:53:00,379.8805,380.01,379.01,379.08,154937
09:54:00,379.0853,379.4999,378.86,379.16,130804
09:55:00,379.08,379.24,378.16,378.46,106786
09:56:00,378.46,378.6099,377.65,378.1,169493
09:57:00,378.1,378.1499,376.8,376.9666,162699
09:58:00,376.95,377.2099,376.1,376.1001,148278
09:59:00,376.1006,376.22,375.37,375.6,184526
10:00:00,375.63,375.85,374.88,375.57,251462
10:01:00,375.545,375.88,375.2001,375.8574,106297
10:02:00,375.81,376.0985,375.52,376.06,137069
10:03:00,376.07,376.6,375.94,376.515,136047
10:04:00,376.52,376.9599,375.95,376.07,163432
10:05:00,376.055,376.3,375.73,376.3,89850
10:06:00,376.25,376.59,376.0101,376.16,77487
10:07:00,376.16,376.3999,375.8,376.1001,115258
10:08:00,376.165,376.59,376.14,376.295,84384
10:09:00,376.26,376.56,376.15,376.45,61149
10:10:00,376.405,376.45,375.47,375.5275,89517
10:11:00,375.5375,375.68,374.92,374.94,125931
10:12:00,374.94,375.2,374.72,374.955,106452
10:13:00,374.89,375.49,374.84,375.32,59753
10:14:00,375.259,375.55,374.84,374.9921,87696
10:15:00,375.01,375.55,374.73,375.455,90409
10:16:00,375.444,375.56,374.17,374.3397,249044
10:17:00,374.2501,375.08,374.25,374.725,76823
10:18:00,374.6812,375,374.6,374.99,57596
10:19:00,374.98,375.35,374.84,374.97,61040
10:20:00,374.97,375.14,374.51,374.555,75497
10:21:00,374.55,374.969,374.08,374.48,124475
10:22:00,374.56,374.7099,373.72,374,121170
10:23:00,374.035,374.65,373.93,374.59,82897
10:24:00,374.565,374.76,374,374.14,79441
10:25:00,374.12,374.67,374.115,374.36,50525
10:26:00,374.36,374.73,374.15,374.665,73308
10:27:00,374.74,374.88,374.41,374.495,70233
10:28:00,374.495,374.62,373.9,374.14,75225
10:29:00,374.27,375.02,374.17,374.85,87150
10:30:00,374.8569,375.45,374.72,375.3059,92160
10:31:00,375.3,375.3899,374.8301,375.24,81409
10:32:00,375.205,375.26,374.38,374.93,80651
10:33:00,374.905,375.1597,374.67,374.83,55617
10:34:00,374.825,375.06,374.55,374.89,56699
10:35:00,374.89,375.45,374.85,375.365,46417
10:36:00,375.365,375.45,374.65,374.65,75321
10:37:00,374.695,374.82,374.42,374.65,65476
10:38:00,374.665,374.7499,374.28,374.28,37617
10:39:00,374.2801,375.35,374.21,375.35,77868
10:40:00,375.3,375.52,375.04,375.265,54647
10:41:00,375.19,375.34,374.7501,374.79,56300
10:42:00,374.84,375.22,374.7821,375.12,43674
10:43:00,375.12,375.35,374.7,374.82,54018
10:44:00,374.805,374.92,374.2,374.3448,52019
10:45:00,374.27,374.48,373.66,374.44,115217
10:46:00,374.4551,374.609,374.17,374.32,43560
10:47:00,374.32,374.429,373.9301,373.97,45035
10:48:00,373.985,374.0399,373.33,373.7749,94559
10:49:00,373.695,373.97,373.46,373.825,44129
10:50:00,373.77,374.23,373.69,373.95,51478
10:51:00,373.925,373.9997,373.43,373.665,63770
