time,open,high,low,close,volume
09:30:00,387.67,389.94,387.55,389.66,489303
09:31:00,389.66,391.07,389.09,389.33,219137
09:32:00,389.435,389.87,388.26,388.34,103559
09:33:00,388.35,388.35,386.21,386.855,112552
09:34:00,386.855,387.62,386.41,387,72786
09:35:00,387.12,388.43,386.91,388.26,79884
09:36:00,388.29,388.92,388.23,388.73,69101
09:37:00,388.73,389,388.3,388.46,74431
09:38:00,388.4,389.06,388.27,388.9,72073
09:39:00,388.99,389.67,388.918,389.41,72957
09:40:00,389.4199,389.52,388.8,389.14,65239
09:41:00,389.16,389.61,389.13,389.555,52878
09:42:00,389.545,389.79,389.22,389.23,60895
09:43:00,389.275,389.54,389.06,389.37,57168
09:44:00,389.385,389.87,389.26,389.6899,59258
09:45:00,389.65,389.65,388.22,388.47,94855
09:46:00,388.44,388.98,388.3,388.64,54151
09:47:00,388.57,388.75,388.13,388.666,58537
09:48:00,388.5851,388.65,387.83,387.87,43513
09:49:00,387.87,387.87,387.31,387.62,89467
09:50:00,387.6895,387.6899,386.74,386.87,90244
09:51:00,386.84,386.95,386.17,386.17,79356
09:52:00,386.225,386.43,385.63,386.36,92389
09:53:00,386.29,387.13,386.29,386.68,70143
09:54:00,386.74,387.34,386.68,387.31,52377
09:55:00,387.33,387.5,386.98,387.46,60689
09:56:00,387.4141,387.94,387.17,387.18,59711
09:57:00,387.22,387.47,387.17,387.31,44374
09:58:00,387.31,387.64,387.0201,387.42,46619
09:59:00,387.373,387.74,387.27,387.315,62632
10:00:00,387.35,387.525,387.1,387.17,88292
10:01:00,387.17,387.62,387.1201,387.28,46481
10:02:00,387.31,387.71,387,387.29,54200
10:03:00,387.32,387.36,387.0576,387.16,24823
10:04:00,387.16,387.2399,386.54,386.89,40920
10:05:00,386.86,387.15,386.57,386.635,44793
10:06:00,386.63,386.6999,385.6501,385.87,62454
10:07:00,385.87,386.2,385.6001,385.925,84665
10:08:00,385.925,385.95,384.6,385.09,113360
10:09:00,385.1,385.73,384.57,385.69,83392
10:10:00,385.69,385.82,385.4001,385.775,52480
10:11:00,385.82,385.86,385.51,385.57,41898
10:12:00,385.605,385.97,385.25,385.84,56412
10:13:00,385.825,386.18,385.77,386.115,39393
10:14:00,386.115,386.28,385.66,385.845,46201
10:15:00,385.91,386.43,385.85,386.14,45233
10:16:00,386.06,386.1652,384.6,385.23,97224
10:17:00,385.2741,385.52,384.48,385.14,73067
10:18:00,385.14,385.34,384.58,385.34,49178
10:19:00,385.26,385.6,385.22,385.53,51773
10:20:00,385.53,385.72,385.31,385.4175,33824
10:21:00,385.415,385.61,385.22,385.345,24302
10:22:00,385.345,385.345,384.73,384.73,72067
10:23:00,384.77,384.8499,384.25,384.25,97131
10:24:00,384.31,384.59,384.17,384.57,66492
10:25:00,384.55,384.67,384.15,384.18,56264
10:26:00,384.23,384.81,384.18,384.62,40697
10:27:00,384.645,385.07,384.53,385.07,29906
10:28:00,385.045,385.55,385,385.45,41189
10:29:00,385.45,385.85,385.42,385.6,59046
10:30:00,385.6,385.84,385.42,385.475,33506
10:31:00,385.475,385.9235,385.41,385.89,30938
10:32:00,385.89,386.17,385.67,386,68478
10:33:00,386,386.15,385.8,386.005,29752
10:34:00,386.05,386.06,385.5201,385.62,46159
10:35:00,385.62,386,385.561,385.64,31111
10:36:00,385.64,386.06,385.57,385.9011,28187
10:37:00,385.93,385.97,385.71,385.93,36369
10:38:00,385.935,386.26,385.88,385.9424,39845
10:39:00,385.935,386.05,385.845,385.95,21380
10:40:00,385.95,386,385.73,385.88,24129
10:41:00,385.875,385.98,385.71,385.9275,20284
10:42:00,385.915,386.23,385.89,386.2,34658
10:43:00,386.23,386.23,385.94,385.955,51522
10:44:00,385.955,385.97,385.785,385.8325,19890
10:45:00,385.8,386.24,385.58,386.115,45685
10:46:00,386.13,386.46,385.8501,386.444,34532
10:47:00,386.42,386.8,386.37,386.74,45060
10:48:00,386.7137,387.5,386.65,387.445,62593
10:49:00,387.4,388.4,387.35,388.365,105498
10:50:00,388.41,388.45,388.13,388.31,46314
10:51:00,388.32,388.74,388.22,388.25,146320
10:52:00,388.24,388.38,388.05,388.245,43146
10:53:00,388.29,388.7,388.2201,388.61,39257
10:54:00,388.58,389.09,388.4301,389.045,45061
10:55:00,389,389.1,388.91,389.035,45581
